CIF,Núm. inscripció,Nom societat,Data constitució,CCAE,Descripció CCAE,Sector,Adreça,CP,Municipi,Comarca,Província,Capital social inicial,Valor nom. Acc. Part.,Núm. total acc/part,Socis,Sòcies (dones),Socis no treballadors,Sòcies no treballadores (dones),Persones jurídiques privades,Persones jurídiques públiques
A59042473,1001,"P.L.J., SAL",08/05/1990,[ 4641 ],Comerç a l'engròs de tèxtils,SERVEIS,PG. ZONA FRANCA núm. 232,[ 08004 ],Barcelona,Barcelonès,BARCELONA,6010121,601,10000,2,1,2,1,0,0
A60726320,1498,"ELMAES, SAL",08/02/1995,[ 2059 ],Fabricació d'altres productes químics ncaa,INDÚSTRIA,C. CROM núm. 99 B,[ 08907 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,6013126,3005,2001,14,14,0,0,0,0
B17672908,3726,"2001 RUIZ BELLET, SLL",26/06/2001,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. PUJADA DE LA TORRASSA núm. 20,[ 17007 ],Girona,Gironès,GIRONA,306516,601,510,1,1,0,1,0,0
B62007331,3420,"LA PETITA PEIXATERIA, SLL",06/02/2001,[ 4638 ],Comerç a l'engròs de peix i marisc i altres productes alimentaris,SERVEIS,C. MAS GILI núm. 3 Pis LOCAL Porta 3,[ 08400 ],Granollers,Vallès Oriental,BARCELONA,306516,601,510,1,1,1,0,0,0
B17620279,2912,"LLAUGER & CALLEJON, SLL",16/03/2000,[ 9601 ],Rentatge i neteja de peces tèxtils i de pell,SERVEIS,CTRA. CAMÓS núm. 75 Pis BAIXOS,[ 17820 ],Banyoles,Pla de l'Estany,GIRONA,301107,601,501,1,1,1,1,0,0
A58232943,10,"PROGRAMAS MOBILIARIOS, SAL",25/09/1986,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,pge. LES SERRAS núm. S/N,[ 08140 ],Caldes De Montbui,Vallès Oriental,BARCELONA,721215,601,120,2,1,2,1,0,0
B62269493,3107,"INGENIERIA TECNICA DE SANT QUIRZE DEL VALLES, SLL",24/07/2000,[ 742 ],"Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic",SERVEIS,C. URGELL núm. 15,[ 08192 ],Sant Quirze Del Vallès,Vallès Occidental,BARCELONA,306516,6,510,1,1,1,0,0,0
A60226073,1223,"GABINET GRUP 30, SAL",18/03/1993,[ 70 ],Activitats immobiliàries,SERVEIS,C. GIRONA núm. 35 Pis 3R Porta 4A,[ 08570 ],Torelló,Osona,BARCELONA,6010121,3005,2000,2,1,1,0,0,0
A60237781,1250,"HERMANOS GOMEZ COBACHO, SAL",30/04/1993,[ 551 ],Hotels,SERVEIS,C. PERE IV núm. 462 Pis BAIXOS,[ 08019 ],Barcelona,Barcelonès,BARCELONA,6010121,300506,20,2,1,1,0,0,0
B61502878,1757,"ADOBATEX, SLL",16/12/1997,[ 1330 ],Acabament de tèxtils,INDÚSTRIA,"CTRA. COMARCAL B-140 Km. 1,7",[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,300506,601,699,53,52,3,3,0,0
A43100262,142,"GÉNEROS DE PUNTO MONTBLANC, SAL",12/03/1987,[ 1391 ],Fabricació de teixits de punt,INDÚSTRIA,C. ALGUER núm. S/N,[ 43400 ],Montblanc,Conca de Barberà,TARRAGONA,9592153,601,1596,6,5,0,0,0,0
A58500323,512,"TOP LINE, SAL",19/01/1988,[ 1330 ],Acabament de tèxtils,INDÚSTRIA,pla DE LA TORRETA Bloc FINCA DE M,[ 08392 ],Sant Andreu De Llavaneres,Maresme,BARCELONA,901518,601,150,3,2,0,0,0,0
A60374717,1337,"MADERAS IMPREGNADAS, SAL",24/12/1993,[ 1629 ],"Fabricació d'altres productes de fusta; fabricació de productes de suro, cistelleria i esparteria",INDÚSTRIA,disse CAL SASTRE núm. S/N,[ 08699 ],Vallcebre,Berguedà,BARCELONA,6010121,601,1000,2,2,0,0,0,0
B61821252,2248,"GRASSILAR, SLL",21/12/1998,[ 6831 ],Agents de la propietat immobiliària,SERVEIS,C. SANT ISIDRE núm. 4,[ 08850 ],Gavà,Baix Llobregat,BARCELONA,306516,601,510,1,1,1,0,0,0
B65024234,7017,"DARIO GARCIA SERVICIOS LOGISTICOS, SLL",27/07/2009,[ 4751 ],Comerç al detall de tèxtils en establiments especialitzats,SERVEIS,C. MINA núm. 21 Pis 4 Porta 2,[ 08906 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,47001,15667,300,1,1,1,0,0,0
B61959243,2562,"ARS TERRAE CENTRO DE ESTUDIOS TOPOGRAFICOS, SLL",30/07/1999,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. FONT DEL FERRO núm. 20,[ 08191 ],Rubí,Vallès Occidental,BARCELONA,300506,601,500,1,1,1,1,0,0
A59033472,1000,"REA ESTUDIO FOTOMECÁNICO, SAL",08/05/1990,[ 1812 ],Altres activitats d'impressió i arts gràfiques,INDÚSTRIA,C. SANCHO DE AVILA núm. 52-58 Pis 3R Porta 4A,[ 08018 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,2,0,0,0,0
B17633033,3144,"VIATGES DAIA, SLL",31/08/2000,[ 7911 ],Activitats de les agències de viatges,SERVEIS,C. JOSEP M. SERT núm. 3 Bloc EDIFICI EL Pis 1R Porta 2A,[ 17310 ],Lloret De Mar,Selva,GIRONA,6010241,20034,300,1,1,1,0,0,0
A62719570,4124,"FAS TELEFONIA, SAL",09/01/2002,[ 3220 ],"Fabricació de transmissors de radiodifusió i televisió, i d'aparells per a la radiotelefonia i radiotelegrafia amb fils",INDÚSTRIA,C. MEDES núm. 4-6,[ 08023 ],Barcelona,Barcelonès,BARCELONA,75000,10,7500,4,0,0,1,0,0
B62236831,3013,"CUNICULTORS MARTI BUIXADERA, SLL",19/05/2000,[ 0149 ],Altres explotacions de bestiar,AGRICULTURA,C. ESTRELLA núm. 33,[ 08201 ],Sabadell,Vallès Occidental,BARCELONA,306516,3005,102,1,1,1,0,0,0
A58427733,362,"MECANICAS DE BARBERA, SAL",05/10/1987,[ 2899 ],Fabricació d'altres tipus de maquinària per a usos específics ncaa,INDÚSTRIA,RDA. DE SANTA MARÍA núm. 22 INT,[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,150253,15025,100,2,2,1,0,0,0
B62512173,3651,"SNELTOETS, SLL",24/05/2001,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,C. CAMÍ RAL núm. 241,[ 08301 ],Mataró,Maresme,BARCELONA,306516,601,51,3,0,0,0,0,0
B62146212,2897,"COMPAÑIA DE SERVICIOS DE MARKETING AND SOLVING, SLL",06/03/2000,[ 2670 ],Fabricació d'instruments d'òptica i d'equips fotogràfics,INDÚSTRIA,AV. JOAN XXIII núm. 11,[ 08930 ],Sant Adrià De Besòs,Barcelonès,BARCELONA,301107,601,501,1,1,1,0,0,0
B17520388,1717,"VILALTA-CARDONA, SLL",10/10/1997,[ 66011 ],Entitats d'assegurances privades,SERVEIS,AV. DE LES CORTS CATALANES núm. 1,[ 17200 ],Palafrugell,Baix Empordà,GIRONA,540911,601,900,1,1,1,0,0,0
B43813120,6107,"PLANETA ANIMAL COSTA DAURADA, SLL",03/10/2005,[ 4776 ],"Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats",SERVEIS,pi. IGNASI IGLESIAS núm. 24 Polígon AGRO-REUS,[ 43206 ],Reus,Baix Camp,TARRAGONA,120000,100,1500,0,2,1,1,0,0
B65099293,7022,"CONFORT I DESCANS DES DE 1979, SLL",30/07/2009,[ 4759 ],"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",SERVEIS,C. NAPOLES núm. 28,[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,3006,1,3006,1,1,1,0,0,0
A25047572,442,"HELIO-AGRO, SAL",20/11/1987,[ 0163 ],Activitats de preparació posterior a la collita,AGRICULTURA,cses. LLOBET,[ 25650 ],Isona I Conca Dellà,Pallars Jussà,LLEIDA,2404048,2404,100,3,2,0,0,0,0
B64124175,6293,"ZETA INGENIEROS DE CAMINOS CONSULTORES ASOCIADOS, SLL",26/04/2006,[ 7112 ],Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic,SERVEIS,C. LLOBREGAT núm. 17,[ 08859 ],Begues,Baix Llobregat,BARCELONA,51300,5,102600,1,1,1,1,0,0
B61496154,1831,"CAFE DE SARRIA, SLL",20/02/1998,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,PL. SARRIÀ núm. 1 Pis BAIXOS,[ 08017 ],Barcelona,Barcelonès,BARCELONA,300506,601,500,2,1,1,0,0,0
B25437195,2621,"CONSTRUCCIONS LLUIS MIQUEL VAZQUEZ, SLL",14/09/1999,[ 4122 ],Construcció d'edificis no residencials,CONSTRUCCIÓ,AV. ONZE DE SETEMBRE núm. 144 Pis 2N Porta 2A,[ 25337 ],Bellcaire D'Urgell,Noguera,LLEIDA,301107,10037,30,1,1,1,0,0,0
B43696723,4864,"MONTATGES MODINO, SLL",18/02/2003,[ 45421 ],Instal·lacions de fusteria i matèries plàstiques,CONSTRUCCIÓ,C. PRAT DE LA RIVA núm. 26,[ 43440 ],"Espluga De Francolí, L'",Conca de Barberà,TARRAGONA,450759,150253,3,2,0,0,1,0,0
B61556031,1901,"ENRICMOBEL, SLL",06/04/1998,[ 4759 ],"Comerç al detall de mobles, aparells d'il·luminació i d'altres articles d'ús domèstic en establiments especialitzats",SERVEIS,C. JOSEP RICARD núm. 22 Pis BAIXOS,[ 08980 ],Sant Feliu De Llobregat,Baix Llobregat,BARCELONA,306516,601,510,1,1,1,0,0,0
A60549136,1464,"CALDERERIA ABACAL, SAL",24/10/1994,[ 2529 ],"Fabricació d'altres cisternes, grans dipòsits i contenidors de metall",INDÚSTRIA,C. PERE IV núm. 344,[ 08019 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,2,2,1,0,0
A17362583,1235,"GIROMAIL, SAL",29/04/1993,[ 744 ],Publicitat,SERVEIS,C. NARCÍS MONTURIOL núm. 8 Pis BAIXOS,[ 17005 ],Girona,Gironès,GIRONA,6010121,601,1000,2,1,1,0,0,0
B62192513,2918,"PASTISSERIA EL SILADRI, SLL",20/03/2000,[ 1071 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. MAJOR núm. 16,[ 08551 ],Tona,Osona,BARCELONA,3300,999,330,1,1,1,0,0,0
A60317575,1285,"INDUCAR AUTOMOCIÓN, SAL",23/07/1993,[ 2932 ],"Fabricació d'altres components, peces i accessoris per a vehicles de motor i els seus motors",INDÚSTRIA,AV. DEL VALLÈS núm. 722,[ 08228 ],Terrassa,Vallès Occidental,BARCELONA,177659178,240405,739,189,188,2,2,0,0
B43907864,6731,"ISTEC VENDRELL, SLL",08/02/2008,[ 4321 ],Instal·lacions elèctriques,CONSTRUCCIÓ,"C. ENGLANTINA, 14-28 Esc. CASA  Porta 22",[ 43700 ],"Vendrell, El",Baix Penedès,TARRAGONA,66420,5,1328400,2,0,1,0,0,0
A43120112,628,"ROSENI, SAL",27/04/1988,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,C. MESTRE SUNYER núm. 16,[ 43870 ],Amposta,Montsià,TARRAGONA,1202024,150253,8,2,2,0,0,0,0
A58275751,56,"SALLENT INDUSTRIAL, SAL",16/12/1986,[ 2571 ],Fabricació d'articles de ganiveteria i coberts,INDÚSTRIA,C. SANT BERNAT núm. 38-44,[ 08650 ],Sallent,Bages,BARCELONA,214410317,751,285399,38,37,2,1,0,0
A17387200,1358,"TRAVELTIME, SAL",28/01/1994,[ 7911 ],Activitats de les agències de viatges,SERVEIS,C. RIERA EXTRAMUROS (DEPART. 37) núm. 48 Pis 3R Porta 12A,[ 17310 ],Lloret De Mar,Selva,GIRONA,6010121,601,1000,2,1,1,1,0,0
B17522392,1704,"AGUSTI DOMINGO I ASSOCIATS, SLL",16/09/1997,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,PL. JOSEP PLA núm. 21,[ 17001 ],Girona,Gironès,GIRONA,300506,601,500,1,1,1,1,0,0
A58937293,865,"ACABADOS INDUSTRIALES TÉCNICOS, SAL",05/04/1989,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,CTRA. DE ESPLUGUES núm. 119 Pis 2N,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,1202024,3005,400,3,2,0,0,0,0
B43317312,1103,"TECNICOLD TARRAGONA, SAL",16/01/1992,[ 3312 ],Reparació de maquinària,INDÚSTRIA,C. MOSSEN RITORT I FAUS núm. 23 Esc. B Pis BAIXOS,[ 43002 ],Tarragona,Tarragonès,TARRAGONA,6010121,601,1000,2,1,1,0,0,0
B60873825,4219,"NOU CAST, SLL",21/02/2002,[ 51475 ],Comerç a l'engròs d'altres articles d'ús domèstic,SERVEIS,C. JOSEP COROLEU núm. 109 Pis BAIXOS Porta D,[ 08800 ],Vilanova I La Geltrú,Garraf,BARCELONA,16227,601,2700,2,2,0,1,0,0
B62073259,2784,"ESTIL DIVIU, SLL",29/12/1999,[ 45421 ],Instal·lacions de fusteria i matèries plàstiques,CONSTRUCCIÓ,CTRA. DE BARCELONA núm. 615,[ 08204 ],Sabadell,Vallès Occidental,BARCELONA,300506,601,500,2,1,1,0,0,0
B61883500,2341,"RESTAURANTE EL MAESTRAZGO, SLL",08/03/1999,[ 553 ],Restaurants,SERVEIS,C. INDÚSTRIA núm. 124,[ 08025 ],Barcelona,Barcelonès,BARCELONA,3006,1,500157,1,1,1,0,0,0
A60145679,1168,"RIESNER PRODUCTIONS, SAL",23/10/1992,[ 5915 ],Activitats de producció cinematogràfica i de vídeo,SERVEIS,C. ENTENÇA núm. 236 Pis ENTL. Porta 3A,[ 08029 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,1,1,0,0,0
A58328691,167,"ELECTRO-ESCAM, SAL",31/03/1987,[ 4618 ],Intermediaris del comerç especialitzat en la venda d'altres productes,SERVEIS,C. BESALÚ núm. 89 Pis TENDA,[ 08026 ],Barcelona,Barcelonès,BARCELONA,751265,601,1250,2,2,1,0,0,0
B61246815,5865,"INNODILER INVESTIGACION Y DESARROLLO, SAL",17/02/2005,[ 6202 ],Activitats de consultoria sobre tecnologies de la informació,SERVEIS,PG. GARBÍ núm. 201-203 Pis BAIXOS,[ 08860 ],Castelldefels,Baix Llobregat,BARCELONA,126252,3006,4200,2,1,0,0,0,0
A17329699,1140,"TECNOJESA, SAL",30/06/1992,[ 2562 ],Enginyeria mecànica general per compte d'altri,INDÚSTRIA,PG. SANT JOAN núm. 3,[ 17500 ],Ripoll,Ripollès,GIRONA,6010121,601,10000,6,5,0,0,0,0
A59176149,1013,"TURREM, SAL",12/09/1990,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. TOSSAS núm. 4 Pis 6È Porta 4A,[ 08207 ],Sabadell,Vallès Occidental,BARCELONA,6010121,3005,2000,2,1,1,0,0,0
A61349734,1648,"PLAN SYSTEMS PRO, SAL",15/04/1997,[ 72210 ],Edició de programes informàtics,SERVEIS,gv DE LES CORTS CATALANES núm. 671 Pis 5È,[ 08013 ],Barcelona,Barcelonès,BARCELONA,6370728,601,10600,2,2,0,0,0,0
B61585998,1963,"I.C.F. INFORMACION COMERCIAL Y FINANCIERA, SLL",08/06/1998,[ 74141 ],Activitats d'assessorament en direcció i gestió empresarial,SERVEIS,C. VILLARROEL núm. 161 Pis 3R Porta 4A,[ 08036 ],Barcelona,Barcelonès,BARCELONA,300506,601,500,2,1,1,0,0,0
A60348158,1295,"AUTO MONJOS, SAL",03/09/1993,[ 50 ],"Venda, manteniment i reparació de vehicles de motor, motocicletes i ciclomotors; venda al detall de combustible per a vehicles de motor",SERVEIS,C. RONDA núm. S/N,[ 08130 ],Santa Perpètua De Mogoda,Vallès Occidental,BARCELONA,6010121,601,10000,2,1,2,1,0,0
B61949780,2500,"TELEFONIA Y DERIVADOS 2000, SLL",21/06/1999,[ 4321 ],Instal·lacions elèctriques,CONSTRUCCIÓ,C. PAU CLARIS núm. 21 Pis LOCAL,[ 08780 ],Pallejà,Baix Llobregat,BARCELONA,306516,601,51,1,1,1,1,0,0
A58210659,15,"CONFECCIONES NOISSETTE, SAL",27/10/1986,[ 1419 ],Confecció d'altres tipus de peces de vestir i accessoris,INDÚSTRIA,cses. CA L'ALERT núm. S/N,[ 08785 ],Vallbona D'Anoia,Anoia,BARCELONA,4207085,525886,8,4,4,0,0,0,0
A17393760,1380,"ANGLE INFORMATICA, SAL",17/03/1994,[ 300 ],Fabricació de màquines d'oficina i equips informàtics,INDÚSTRIA,C. CTRA. BARCELONA núm. 5 Pis 6È Porta B,[ 17002 ],Girona,Gironès,GIRONA,6010121,60101,100,2,2,0,0,0,0
B61794889,2236,"CYBER BAR DOM BOSCO, SLL",14/12/1998,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. DOM BOSCO núm. 22,[ 08184 ],Palau-Solità I Plegamans,Vallès Occidental,BARCELONA,360607,601,60,2,1,0,0,0,0
B61390498,1700,"MARCO P. ALCARAZ & ASOCIADOS, SLL",01/09/1997,[ 6910 ],Activitats jurídiques,SERVEIS,C. SANTA EULÀLIA núm. 55-59 Esc. C Pis 1R Porta 2A,[ 08902 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,5409109,601,900,1,1,1,0,0,0
A61192753,1619,"PLASTICS DEL TENES, SAL",25/09/1996,[ 25210 ],"Fabricació de plaques, fulls, tubs i perfils de matèries plàstiques",INDÚSTRIA,pi.  núm. S/N Polígon LA SERRA,[ 08185 ],Lliçà De Vall,Vallès Oriental,BARCELONA,6010121,602,10000,4,2,0,0,0,0
A58976770,959,"MANIPUL, SAL",09/10/1989,[ 1812 ],Altres activitats d'impressió i arts gràfiques,INDÚSTRIA,C. TRINXANT núm. 144,[ 08026 ],Barcelona,Barcelonès,BARCELONA,216364,3005,72,4,4,1,0,0,0
B61866752,2332,"INSTALACIONES VARSAN, SLL",04/03/1999,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. CÓRDOVA núm. 49 Pis SEMIPLANTA Porta 3A,[ 08924 ],Santa Coloma De Gramenet,Barcelonès,BARCELONA,330001,10,330,1,1,1,0,0,0
A58678723,649,"PACMER, SAL",23/05/1988,[ 1812 ],Altres activitats d'impressió i arts gràfiques,INDÚSTRIA,C. LEPANT núm. 264,[ 08013 ],Barcelona,Barcelonès,BARCELONA,5168704,601,860,2,2,0,0,0,0
B62105143,2789,"NUEVAS METALICAS, SLL",04/01/2000,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,C. L'HOSPITALET núm. 23 Pis BAIXOS,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,301107,601,501,2,1,0,0,0,0
A60602091,1450,"BERGARECHE BARCELONA, SAL",03/10/1994,[ 602 ],Altres tipus de transport terrestre,SERVEIS,C. CASP núm. 127 Esc. B Pis 1R Porta 3A,[ 08013 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,3,2,0,0,0,0
A58909318,869,"KENNEN, SAL",07/04/1989,[ 748 ],Activitats empresarials diverses,SERVEIS,C. TORRENT núm. 49 Pis ENTL. Porta 2A,[ 08290 ],Cerdanyola Del Vallès,Vallès Occidental,BARCELONA,300506,601,500,2,1,2,1,0,0
A58298332,124,"ENVASES LARA HERMANOS, SAL",02/03/1987,[ 1624 ],Fabricació d'envasos i embalatges de fusta,INDÚSTRIA,C. CIUTAT D'ASUNCIÓN núm. 38-40 Nau G,[ 08030 ],Barcelona,Barcelonès,BARCELONA,300506,601,500,3,3,0,0,0,0
A58533571,626,"CONFECCIONES SABORDA, SAL",26/04/1988,[ 1392 ],"Fabricació d'articles confeccionats amb tèxtils, excepte la roba de vestir",INDÚSTRIA,C. PALLARS núm. 65-71 Pis 3R Porta 4A,[ 08018 ],Barcelona,Barcelonès,BARCELONA,1803036,601,300,3,3,0,0,0,0
A58810896,910,"XAELS, SAL",08/06/1989,[ 5813 ],Edició de periòdics,SERVEIS,C. CONXITA SUPERVIA núm. 17 Pis ENTL. Porta 2A,[ 08028 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,2,2,1,0,0
A60222528,1213,"APRESTOS ENGOMADOS Y RECUBRIMIENTOS TEXTILES, SAL",01/03/1993,[ 1310 ],Preparació i filatura de fibres tèxtils,INDÚSTRIA,C. BALMES núm. 17,[ 08691 ],Monistrol De Montserrat,Bages,BARCELONA,6010121,601,1000,5,5,0,0,0,0
B62450614,3479,"MONTAJES FERMADA, SLL",01/03/2001,[ 4542 ],Instal·lacions de fusteria i tancaments metàl·lics,CONSTRUCCIÓ,C. BATERIA núm. 38-40 Pis LOCAL Porta A,[ 08110 ],Montcada I Reixac,Vallès Occidental,BARCELONA,300507,1,3,3,0,0,0,0,0
A58302910,128,"PELETERIA MARTOS, SAL",03/03/1987,[ 1420 ],Fabricació d'articles de pelleteria,INDÚSTRIA,C. SANT MARIÀ núm. 99 Pis C,[ 08840 ],Viladecans,Baix Llobregat,BARCELONA,2404048,601,400,2,1,1,0,0,0
A58197294,73,"CODINTER, SAL",14/01/1987,[ 745 ],Selecció i col·locació de personal,SERVEIS,via LAIETANA núm. 40 Pis PRAL. Porta 2A,[ 08003 ],Barcelona,Barcelonès,BARCELONA,1202024,601,200,2,1,1,1,0,0
A58658097,546,"MONTAJES ELÉCTRICOS SAMA, SAL",05/02/1988,[ 4321 ],Instal·lacions elèctriques,CONSTRUCCIÓ,C. PALLARS núm. 264,[ 08005 ],Barcelona,Barcelonès,BARCELONA,1803036,5464,330,2,1,1,0,0,0
A17092396,1131,"PERSICAMP, SAL",06/05/1992,[ 2512 ],Fabricació de tancaments metàl·lics,INDÚSTRIA,"col. MOLINOU - CTRA. PUIGCERDÀ núm. S/N Km. 111,3",[ 17530 ],Campdevànol,Ripollès,GIRONA,6010121,0,100,2,2,0,0,0,0
B62377437,3289,"CENTRO TECNICO INFORMATICO APLICADO, SLL",28/11/2000,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,C. JOSEP ESTIVILL (CANTONADA FELI núm. 39 Pis LOCAL Porta 3,[ 08027 ],Barcelona,Barcelonès,BARCELONA,306516,601,51,1,1,1,0,0,0
A61222576,1630,"LOGISTICFYEL, SAL",17/12/1996,[ 4652 ],Comerç a l'engròs d'equips electrònics i de telecomunicacions i els seus components,SERVEIS,pi. C/ A Polígon VALLDEGATA DRAPER Parcel·la 9,[ 08350 ],Arenys De Mar,Maresme,BARCELONA,16527833,3005,5500,3,3,1,1,0,0
A60585965,1430,"J.J. SAFER, SAL",15/07/1994,[ 522 ],"Comerç al detall d'aliments, begudes i tabac en establiments especialitzats",SERVEIS,C. SEVERO OCHOA núm. 37 Polígon RADIUM,[ 08400 ],Granollers,Vallès Oriental,BARCELONA,6010121,601,10000,2,1,2,1,0,0
B61434932,1724,"TRAINCATA, SLL",21/10/1997,[ 4941 ],"Transport de mercaderies per carretera, excepte servei de mudances",SERVEIS,C. SANTA BÀRBARA núm. 3,[ 08912 ],Badalona,Barcelonès,BARCELONA,1202024,601,2551,6,5,0,0,0,0
A60645959,1466,"RECANVIS GRUP 5, SAL",28/10/1994,[ 503 ],Venda de recanvis i accessoris de vehicles de motor,SERVEIS,CTRA. DE MATA núm. 66,[ 08304 ],Mataró,Maresme,BARCELONA,6010121,601,1000,3,3,0,0,0,0
A59099648,932,"ACABADOS DEL PAPEL, SAL",17/07/1989,[ 1712 ],Fabricació de paper i de cartó,INDÚSTRIA,C. GARRIGA núm. 141 Pis BAIXOS,[ 08912 ],Badalona,Barcelonès,BARCELONA,601012,3005,200,2,1,1,1,0,0
A58817842,897,"MIRALL-NET, SAL",19/05/1989,[ 747 ],Activitats industrials de neteja,SERVEIS,AV. MERIDIANA núm. 308,[ 08027 ],Barcelona,Barcelonès,BARCELONA,72121,601,120,3,3,0,0,0,0
A60745072,1510,"ASESORIA TRASUP DE OPTIMIZACION DE ENLACADO Y BARNIZADO, SAL",01/03/1995,[ 4614 ],"Intermediaris del comerç de maquinària, equips industrials, embarcacions i aeronaus",SERVEIS,C. COPÈRNIC núm. 9,[ 08021 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,1,1,0,0,0
A58685736,629,"MANUFACTURAS CLERG, SAL",03/05/1988,[ 1310 ],Preparació i filatura de fibres tèxtils,INDÚSTRIA,PG. VINT-I-DOS DE JULIOL núm. 236,[ 08225 ],Terrassa,Vallès Occidental,BARCELONA,3005061,601,500,3,2,0,0,0,0
B62079041,2734,"TELEFONIA SANT CUGAT, SLL",30/11/1999,[ 52488 ],Altres tipus de comerç al detall,SERVEIS,CAMÍ DE COLOMER núm. 11 BIS,[ 08190 ],Sant Cugat Del Vallès,Vallès Occidental,BARCELONA,301107,601,501,1,1,1,0,0,0
A58554767,698,"TÈCNICAS DEL MOLDE, SAL",21/07/1988,[ 2829 ],Fabricació d'altre tipus de maquinària d'ús general ncaa,INDÚSTRIA,C. SANT ISIDRE núm. 17,[ 08750 ],Molins De Rei,Baix Llobregat,BARCELONA,3005061,30051,100,2,2,0,0,0,0
B62080387,2826,"MINI FAUNA MUSAS, SLL",24/01/2000,[ 4776 ],"Comerç al detall de flors, plantes, llavors, fertilitzants, animals de companyia i aliments per a animals domèstics en establiments especialitzats",SERVEIS,C. MUSES núm. 22 Pis BAIXOS Porta TEN,[ 08905 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,3006,6,501,1,1,1,0,0,0
A61304903,1661,"DIÁLOGO Y GESTIÓN, SAL",12/06/1997,[ 1723 ],Fabricació d'articles de papereria,INDÚSTRIA,C. ARIBAU núm. 170 Pis 3R Porta 2A,[ 08036 ],Barcelona,Barcelonès,BARCELONA,6010121,601,10000,3,2,0,0,0,0
B17567678,2288,"BATLLE, VILAR I PEDRERO, SLL",03/02/1999,[ 747 ],Activitats industrials de neteja,SERVEIS,NC MAS RABASSADA núm. S/N,[ 17214 ],Regencós,Baix Empordà,GIRONA,360607,601,600,1,1,1,0,0,0
B25437476,2642,"CAL NANO, SLL",28/09/1999,[ 5630 ],Establiments de begudes,SERVEIS,C. ROGER DE LLÚRIA núm. 6,[ 25140 ],Arbeca,Garrigues,LLEIDA,301107,10037,30,1,1,1,0,0,0
A25063140,329,"COMERCIAL I SERVEIS JORVIR, SAL",04/09/1987,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,C. URGELL núm. 107,[ 25600 ],Balaguer,Noguera,LLEIDA,7212145,601,1200,2,2,0,0,0,0
A60121373,1151,"TAPIBOX, SAL",14/09/1992,[ 747 ],Activitats industrials de neteja,SERVEIS,C. VALÈNCIA núm. 91-93 Pis BAIXOS,[ 08029 ],Barcelona,Barcelonès,BARCELONA,6010121,601,1000,2,1,1,0,0,0
A43421072,1495,"SERVEIS MEDI AMBIENTALS D'OLIS I GREIXOS DE CATALUNYA, SAL",01/02/1995,[ 631 ],Manipulació i dipòsit de mercaderies,SERVEIS,AV. DOCTOR VILASECA núm. 18 Pis 1R Porta 4A,[ 43202 ],Reus,Baix Camp,TARRAGONA,6010121,601,1000,2,1,1,0,0,0
A43065887,392,"TONELERA TARRACONENSE, SAL",22/10/1987,[ 2529 ],"Fabricació d'altres cisternes, grans dipòsits i contenidors de metall",INDÚSTRIA,"CTRA. SANTES CREUS Km. 5,5",[ 43764 ],"Catllar, El",Tarragonès,TARRAGONA,360607,601,60,2,2,1,1,0,0
