CIF;Núm. inscripció;Nom societat;Data constitució;CCAE;Descripció CCAE;Sector;Adreça;CP;Municipi;Comarca;Província;Capital social inicial;Valor nom. Acc. Part.;Núm. total acc/part;Socis;Sòcies (dones);Socis no treballadors;Sòcies no treballadores (dones);Persones jurídiques privades;Persones jurídiques públiques;Year
B17934910;6571;BUGOBLA, SLL;2007-05-09;[ 6622 ];Activitats d'agents i corredors d'assegurances;SERVEIS;"C. C/ SANT ANTONI MARIA CLARET,""";[ 17002 ];Girona;Gironès;GIRONA;42000.0;70.0;600;1;1;0;1;0;0;2023
B17945627;6588;CLINICA DENTAL FARNES, SLL;2007-06-01;[ 8623 ];Activitats odontològiques;SERVEIS;"C. CTRA. SANTA COLOMA. URB. CAN""";[ 17185 ];Vilobí D'Onyar;Selva;GIRONA;13800.0;50.0;276;0;2;1;0;0;0;2023
B64300593;6457;EVACUACIONES EN PVC J. J., SLL;2006-10-20;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. GRUP SANTA OLIVA II, BLOC 6-A""";[ 08640 ];Olesa De Montserrat;Baix Llobregat;BARCELONA;15000.0;1.0;15000;2;1;0;0;0;0;2023
B64315112;6489;TRB BY TRUBLU, SLL;2006-12-11;[ 1320 ];Fabricació de teixits tèxtils;INDÚSTRIA;"C. C/ CAMÍ CA LA MADRONA, 16""""";[ 08304 ];Mataró;Maresme;BARCELONA;36000.0;100.0;360;0;3;0;0;0;0;2023
B43864347;6447;ANDAMIOS VEZMA, SLL;2006-10-06;[ 71320 ];Lloguer de maquinària i equips per a construcció i enginyeria civil;SERVEIS;"C. C/ MESTRE FARGAS, 55, 1R""""";[ 43540 ];Sant Carles De La Ràpita;Montsià;TARRAGONA;54000.0;100.0;540;2;0;0;1;0;0;2023
B25626268;6517;APANOIS TRANS, SLL;2007-01-31;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;"C. C/ RIPOLLÈS, 2, 2N 3R""""";[ 25005 ];Lleida;Segrià;LLEIDA;36300.0;100.0;363;3;0;0;0;0;0;2023
B64326606;6478;RAHMAMINA, SLL;2006-11-16;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;"C. C/ ROSSELLÓ, 361""""";[ 08025 ];Barcelona;Barcelonès;BARCELONA;37500.0;1.0;37500;1;1;0;1;0;0;2023
B64573744;6645;KLIMA VALLES AIR SYSTEM, SLL;2007-08-21;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;"C. C/ VICTORIA, 39 LOCAL""""";[ 08228 ];Terrassa;Vallès Occidental;BARCELONA;3009.0;1.0;3009;2;0;1;0;0;0;2023
B64236656;6403;LA CLAU DE MAS PLANOI, SLL;2006-07-27;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/BERGUEDÀ 1, URBANITZACIÓ""";[ 08297 ];Castellgalí;Bages;BARCELONA;60000.0;10.0;6000;1;2;1;0;0;0;2023
B43892702;6566;EDILAVA, SLL;2007-04-27;[ 701 ];Activitats immobiliàries per compte propi;SERVEIS;"C. C/ MESTRE FELIX GRACIA, 18""""";[ 43580 ];Deltebre;Baix Ebre;TARRAGONA;51360.0;1.0;51360;2;0;1;0;0;0;2023
B64028145;6422;ELEGANTS PEOPLE, SLL;2006-08-29;[ 4771 ];Comerç al detall de peces de vestir en establiments especialitzats;SERVEIS;"C. C/ SALVADOR LLUCH, 3, BAIXOS""""";[ 08850 ];Gavà;Baix Llobregat;BARCELONA;48000.0;1.0;48000;1;1;1;0;0;0;2023
B25629395;6585;ELECTROHIDRAULICA DE PONENT, SLL;2007-05-28;[ 4321 ];Instal·lacions elèctriques;CONSTRUCCIÓ;"C. C/ LES ROSES, 32 BAIXOS""""";[ 25001 ];Lleida;Segrià;LLEIDA;42000.0;1.0;42000;2;0;0;1;0;0;2023
B64549710;6634;THREE STARTS COLECCION, SLL;2007-07-19;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;"C. CTRA.SAB-MOLLET,KM.4,5. POL.S""";[ 08130 ];Santa Perpètua De Mogoda;Vallès Occidental;BARCELONA;6012.0;1.0;6012;2;0;1;0;0;0;2023
B64198476;6436;SAX PRODUCTIONS, SLL;2006-09-19;[ 92311 ];"Creació artística i literària; interpretació d'art dramàtic, música i similars";SERVEIS;"C. C/ SANT FRANCESC XAVIER, 49,""";[ 08950 ];Esplugues De Llobregat;Baix Llobregat;BARCELONA;3006.0;1.0;3006;2;0;1;0;0;0;2023
B64235476;6401;LAS CHUCHES 2006, SLL;2006-07-21;[ 5630 ];Establiments de begudes;SERVEIS;"C. C/ JARDÍ, 73, TENDA 1""""";[ 08905 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;21912.0;1.0;21912;0;3;0;0;0;0;2023
B64282486;6441;IO-IO EDUCACIO EMOCIONAL, SLL;2006-09-21;[ 85141 ];Activitats sanitàries de professionals independents (excepte els metges);SERVEIS;"C. C/ BENET I MERCADÉ, 14, 1R 3""";[ 08012 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;0;3;0;0;0;0;2023
B64241060;6405;2006 CATALANA DE TRANSPORTS EXCLUSIUS, SLL;2006-08-02;[ 6024 ];Transport de mercaderies per carretera;SERVEIS;"C. RONDA JOAN PEIRÓ, 62""""";[ 08304 ];Mataró;Maresme;BARCELONA;3069.0;31.0;99;1;1;1;0;0;0;2023
B43891001;6679;SERVICIOS ARTISTICOS GARITA MONTESINOS, SLL;2007-10-03;[ 9001 ];Arts escèniques;SERVEIS;"C. C/ TENOR JOSEP FORASTER, 3, 3""";[ 43480 ];Vila-Seca;Tarragonès;TARRAGONA;21000.0;1.0;21000;2;1;0;0;0;0;2023
B64256779;6461;KOUN-SUERTE, SLL;2006-10-30;[ 92621 ];Clubs i escoles esportives;SERVEIS;"C. C/ SANT MATEU, 22-24, ENTRESO""";[ 08759 ];Vallirana;Baix Llobregat;BARCELONA;72000.0;1.0;72000;1;1;1;0;0;0;2023
B64271109;6433;MONCETUB 1296, SLL;2006-09-18;[ 2511 ];Fabricació d'estructures metàl·liques i els seus components;INDÚSTRIA;"C. C/CAMPOAMAR S/N,NAU 12E I 12F""";[ 08290 ];Cerdanyola Del Vallès;Vallès Occidental;BARCELONA;48900.0;10.0;4890;3;0;0;0;0;0;2023
B64404122;6582;THE MOBILE PARTNERS, SLL;2007-05-24;[ 72400 ];Activitats relacionades amb bases de dades;SERVEIS;"C. C/ MOLI DE LA TORRE, 88, 5È""";[ 08915 ];Badalona;Barcelonès;BARCELONA;36000.0;500.0;72;2;0;0;1;0;0;2023
B43783869;5938;AUTO WORK AMPOSTA AUTOMOBILS, SLL;2005-04-11;[ 5010 ];Venda de vehicles de motor;SERVEIS;"CTRA. C-12, """"EIX DE L'EBRE"""""" Km. 0,06""";[ 43870 ];Amposta;Montsià;TARRAGONA;18000.0;1.0;66000;2;0;0;0;0;0;2023
B64193725;6394;ROGELJAR, SLL;2006-07-14;[ 74700 ];Activitats industrials de neteja;SERVEIS;"C. C/ SANTA ALBINA, 32, 2N 2A""""";[ 08035 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;0;2;1;0;0;0;2023
B64408412;6514;AUTOESCUELA FORUM, SLL;2007-01-19;[ 8553 ];Activitats de les escoles de conducció i pilotatge;SERVEIS;"C. C/ BERNAT MARTORELL, 5""""";[ 08019 ];Barcelona;Barcelonès;BARCELONA;45000.0;1.0;45000;1;1;0;1;0;0;2023
B64622319;6667;LORD, SERVICIOS TECNOLOGICOS, SLL;2007-09-13;[ 642 ];Telecomunicacions;SERVEIS;"C. PASSEIG DE GRÀCIA, 34, 3R 1A""";[ 08007 ];Barcelona;Barcelonès;BARCELONA;80844.0;1.0;80844;4;0;0;0;0;0;2023
B64193394;6391;DUARTE AGUILAR, SLL;2006-07-13;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;"C. C/ DIPUTACIÓ, 153, BAIXOS""""";[ 08011 ];Barcelona;Barcelonès;BARCELONA;45000.0;1.0;45000;0;2;1;0;0;0;2023
B43908334;6659;PINTURA DECORATIVA MONDES, SLL;2007-08-31;[ 4334 ];Pintura i vidrieria;CONSTRUCCIÓ;"C. C/ VINT-I-SET, 48, BAIXOS""""";[ 43894 ];Camarles;Baix Ebre;TARRAGONA;51000.0;1.0;51000;2;0;0;2;0;0;2023
B64297153;6512;NIURKA & MORA MEDINA ASOCIADOS, SLL;2007-01-17;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;"C. C/ DIPUTACIÓ, 382, 1R 4T""""";[ 08013 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;2;0;0;1;0;0;2023
B64610280;6670;GRADA ICARUS, SLL;2007-09-20;[ 80422 ];Acadèmies;SERVEIS;"C. C/ RIU SEC, 36, 1A PLANTA""""";[ 08290 ];Cerdanyola Del Vallès;Vallès Occidental;BARCELONA;3006.0;1.0;3006;1;2;0;1;0;0;2023
B64258643;6460;IDAE 2005, SLL;2006-10-30;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/ ROSES, 37""""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;51750.0;10.0;5175;2;0;1;0;0;0;2023
A64406200;6586;SUBMINISTRAMENTS I FERRETERIA LA NOVA 2007, SAL;2007-05-30;[ 4674 ];Comerç a l'engròs de ferreteria, lampisteria i calefacció;SERVEIS;"C. C/ MOSSEN JACINT VERDAGUER, 2""";[ 08620 ];Sant Vicenç Dels Horts;Baix Llobregat;BARCELONA;66300.0;1.0;66300;2;0;0;2;0;0;2023
B43867860;6471;SANTIAGO PRAMAR, SLL;2006-11-07;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;"C. C/ SANT JUST, 13""""";[ 43870 ];Amposta;Montsià;TARRAGONA;39000.0;10.0;3900;2;0;0;1;0;0;2023
B64475858;6590;DELICATESSEN SANT GAIETA, SLL;2007-06-05;[ 522 ];Comerç al detall d'aliments, begudes i tabac en establiments especialitzats;SERVEIS;"C. C/ SANT GAIETÀ, 118""""";[ 08228 ];Terrassa;Vallès Occidental;BARCELONA;48000.0;1.0;48000;1;1;0;2;0;0;2023
B64562556;6636;INSTALACIONES Y ENERGIAS RENOVABLES MONTBRIO, 2007, SLL;2007-07-19;[ 4329 ];Altres activitats d'instal·lació en edificis i obres;CONSTRUCCIÓ;"C. C/ TENOR MASSINI, 37, BAIXOS""""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;3300.0;10.0;330;2;1;0;0;0;0;2023
B25612854;6469;DOZOLA, SLL;2006-11-07;[ 55 ];Hoteleria;SERVEIS;"C. PASSEIG DE RONDA, 145""""";[ 25006 ];Lleida;Segrià;LLEIDA;3010.0;43.0;70;3;3;1;0;0;0;2023
B43867001;6456;BARCELO SAMPOL GESTIO, SLL;2006-10-11;[ 4690 ];Comerç a l'engròs no especialitzat;SERVEIS;"C. C/ REUS, 14, BLOC B, 3R 4T""""";[ 43120 ];Constantí;Tarragonès;TARRAGONA;30000.0;1.0;30000;2;0;1;0;0;0;2023
B64407992;6529;IBERBCN INTERIORISMO, SLL;2007-02-20;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;"C. C/ CALABRIA, 64, LOCAL""""";[ 08015 ];Barcelona;Barcelonès;BARCELONA;3150.0;1.0;3150;2;0;1;0;0;0;2023
B25630237;6536;TOMARSA LLEIDATANA, SLL;2007-03-07;[ 2899 ];Fabricació d'altres tipus de maquinària per a usos específics ncaa;INDÚSTRIA;"C. POL. IND. CAMI DEL FRARES PAR""";[ 25190 ];Lleida;Segrià;LLEIDA;10000.0;100.0;10000;2;0;0;2;0;0;2023
B64563943;6632;HEBERICAR 2.007, SLL;2007-07-17;[ 4722 ];Comerç al detall de carn i productes carnis en establiments especialitzats;SERVEIS;"C. C/ NAVAS DE TOLOSA, 5, BAIXOS""";[ 08228 ];Terrassa;Vallès Occidental;BARCELONA;81000.0;1.0;81000;2;1;0;0;0;0;2023
B64304793;6486;AUMOM IMMOBLES DEL BAIX, SLL;2006-12-01;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;"C. C/ DOS DE MAIG, 46, BAIXOS""""";[ 08840 ];Viladecans;Baix Llobregat;BARCELONA;47502.0;1.0;47502;1;1;1;0;0;0;2023
B43370451;6084;TALLERES VICENTE LOZANO, SLL;2005-09-06;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;"urb. LOS """"NARANJOS"""" "" Bloc 2 Pis BAIXOS""";[ 43006 ];Tarragona;Tarragonès;TARRAGONA;301602.0;602.0;501;2;0;0;1;0;0;2023
B64276017;6429;ENERGETIC SINGULARIS, SLL;2006-09-15;[ 7112 ];Serveis tècnics d'enginyeria i altres activitats relacionades amb l'assessorament tècnic;SERVEIS;"C. C/ DOLORS MASFERRER, 1, 1R 1A""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;3100.0;31.0;100;1;1;3;0;0;0;2023
B64636277;6684;EXCAVACIONES NASKAR, TRABAJOS DE CONSTRUCCION, SLL;2007-10-09;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. PASSEIG DE GRACIA, 34, 3R 1A""""";[ 08007 ];Barcelona;Barcelonès;BARCELONA;72717.0;1.0;72717;2;0;1;0;0;0;2023
B64599947;6661;INGENIERIA ESOL, SLL;2007-09-05;[ 4322 ];Lampisteria, instal·lacions de calefacció i aire condicionat;CONSTRUCCIÓ;"C. C/ LINARES, 27""""";[ 08210 ];Barberà Del Vallès;Vallès Occidental;BARCELONA;3009.0;1.0;3009;2;0;0;1;0;0;2023
B64277783;6455;ADVOCATS I ECONOMISTES ANDRES, SLL;2006-10-11;[ 741 ];Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...;SERVEIS;"C. C/ TRAVESSERA DE LES CORTS, 1""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;36000.0;100.0;360;1;1;0;1;0;0;2023
B64574254;6655;PROIMA SOLUCIONES CREATIVAS, SLL;2007-08-28;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/ MARQUÉS DE SANTILLANA, 3,""";[ 08030 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;3;0;0;0;0;0;2023
B64515513;6624;IMPOESVEN METAL INDUSTRIA, SLL;2007-07-04;[ 50 ];"Venda, manteniment i reparació de vehicles de motor, motocicletes i ciclomotors; venda al detall de combustible per a vehicles de motor";SERVEIS;"C. C/ MSN JACINT VERDAGUER 156 E""";[ 08830 ];Sant Boi De Llobregat;Baix Llobregat;BARCELONA;3006.0;1.0;3006;1;2;0;0;0;0;2023
B64204803;6453;COMPAR DISTRIBUCIONES EUROPEAS, SLL;2006-10-10;[ 4674 ];Comerç a l'engròs de ferreteria, lampisteria i calefacció;SERVEIS;"C. C/ FRANCESC MACIÀ, 48-50, 1R""";[ 08755 ];Castellbisbal;Vallès Occidental;BARCELONA;3006.0;1.0;3006;1;1;0;1;0;0;2023
B64550809;6615;INGENIERIA DE MOLDES Y MATRICES, SLL;2007-06-27;[ 7420 ];Serveis tècnics d'arquitectura i enginyeria, i altres activitats relacionades amb l'assessorament tècnic;SERVEIS;"C. P.I. CAN SOLERA C/LONDRES 5-1""";[ 08191 ];Rubí;Vallès Occidental;BARCELONA;89516.0;1.0;89516;4;1;0;0;0;0;2023
B25608001;6397;AXIS, CENTRE DE FISIOTERAPIA I ESTETICA, SLL;2006-07-17;[ 85141 ];Activitats sanitàries de professionals independents (excepte els metges);SERVEIS;"C. C/ LA PLANA, S/N""""";[ 25264 ];Vilanova De Bellpuig;Pla d'Urgell;LLEIDA;3300.0;1.0;151200;0;2;1;0;0;0;2023
B64323108;6488;MONTAJES EMAC, SLL;2006-12-11;[ 4399 ];Altres activitats especialitzades de la construcció ncaa;CONSTRUCCIÓ;"C. C/ MAJOR 44-46, 2A PLANTA, DE""";[ 08150 ];Parets Del Vallès;Vallès Oriental;BARCELONA;3006.0;1.0;3006;1;0;0;0;0;0;2023
B64272784;6430;GONHER TOT INSTAL.LACIO, SLL;2006-09-15;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/ DR. MODREGO, 9, 4T 1A""""";[ 08912 ];Badalona;Barcelonès;BARCELONA;3006.0;1.0;3006;2;0;0;1;0;0;2023
B64284771;6444;SERVEIS AGRARIS TOMAS-SABATE, SLL;2006-10-02;[ 7731 ];Lloguer de maquinària i equips agraris;SERVEIS;"C. C/ LES AGULLES, 24""""";[ 08293 ];Collbató;Baix Llobregat;BARCELONA;35700.0;1.0;35700;2;0;1;0;0;0;2023
B64226244;6417;PASTISSERIA NOU BURJONS, SLL;2006-08-22;[ 1071 ];Fabricació de pa i de productes de fleca i pastisseria frescos;INDÚSTRIA;"C. CARRER NOU, 29""""";[ 08270 ];Navarcles;Bages;BARCELONA;3999.0;1.0;3999;1;1;0;1;0;0;2023
B08504656;6639;FOTOMECANICA JEBA, SLL;2007-08-07;[ 1812 ];Altres activitats d'impressió i arts gràfiques;INDÚSTRIA;"C. C/ LEPANT, 264, PLANTA 3A POR""";[ 08013 ];Barcelona;Barcelonès;BARCELONA;6060.0;1.0;6060;3;0;0;0;0;0;2023
B43861251;6416;GESTCOM ALFACS, SLL;2006-08-22;[ 6831 ];Agents de la propietat immobiliària;SERVEIS;"C. C/ TAMARIUS, 16 B, ALCANAR-PL""";[ 43530 ];Alcanar;Montsià;TARRAGONA;60000.0;100.0;600;1;1;0;1;0;0;2023
B17956772;6644;MUDANCES ALBERT I XAVI, SLL;2007-08-21;[ 4942 ];Servei de mudances;SERVEIS;"C. C/ SANT ANTONI, 110""""";[ 17600 ];Figueres;Alt Empordà;GIRONA;45000.0;50.0;900;2;1;0;1;0;0;2023
B25642034;6680;TALLER VITAR, SLL;2007-10-03;[ 2512 ];Fabricació de tancaments metàl·lics;INDÚSTRIA;"C. C/ GUARDIA CIVIL, 10""""";[ 25300 ];Tàrrega;Urgell;LLEIDA;63000.0;630.0;100;2;0;0;2;0;0;2023
B64521446;6633;DIME ESCUELA, SLL;2007-07-19;[ 80 ];Educació;SERVEIS;"C. C/ BERGA, 5-7, BAIXOS""""";[ 08012 ];Barcelona;Barcelonès;BARCELONA;3006.0;1.0;3006;1;1;0;1;0;0;2023
B64386436;6570;CIAL PRAT, SLL;2007-05-03;[ 4617 ];Intermediaris del comerç de productes alimentaris, begudes i tabac;SERVEIS;"C. C/ SANT VALENTÍ, 5""""";[ 08272 ];Sant Fruitós De Bages;Bages;BARCELONA;24000.0;1.0;24000;2;2;0;0;0;0;2023
B43903525;6654;ARID BAG, SLL;2007-08-27;[ 90020 ];Activitats de recollida i tractament de residus;SERVEIS;"C. CM MASDENVERGE, POL 24, PA 25""";[ 43515 ];Galera, La;Montsià;TARRAGONA;120000.0;1000.0;120;2;1;0;0;0;0;2023
B63185466;5137;PINTORS NOU COLOR, SLL;2003-07-30;[ 4334 ];Pintura i vidrieria;CONSTRUCCIÓ;"C. GRUP """"LA BALCONADA"""""" núm. 26 Pis 3R Porta 3A""";[ 08240 ];Manresa;Bages;BARCELONA;3006.0;1.0;3006;2;0;0;2;0;0;2023
B64342942;6492;RECANVIS J&D, SLL;2006-12-14;[ 5030 ];Venda de recanvis i accessoris de vehicles de motor;SERVEIS;"C. C/ MONFLORIT, 157-159, BAIXOS""";[ 08850 ];Gavà;Baix Llobregat;BARCELONA;3008.0;1.0;3008;2;0;0;2;0;0;2023
B63682470;6616;EDIPRESS CIENCIA Y COMUNICACION, SLL;2007-06-28;[ 5814 ];Edició de revistes;SERVEIS;"C. C/ LEGALITAT, 72, SOBREÀTIC""""";[ 08024 ];Barcelona;Barcelonès;BARCELONA;3006.0;6.0;501;1;1;0;1;0;0;2023
B64445570;6591;DAYAS 2006, SLL;2007-06-07;[ 4520 ];Manteniment i reparació de vehicles de motor;SERVEIS;"C. C/ VERGE DE MONTSERRAT, 58""""";[ 08380 ];Malgrat De Mar;Maresme;BARCELONA;3300.0;100.0;33;2;0;0;1;0;0;2023
B64268295;6451;M. A. C. SABAD, SLL;2006-10-09;[ 5320 ];Altres activitats postals i de correus;SERVEIS;"C. C/ BUXEDA, 25, LOCAL""""";[ 08203 ];Sabadell;Vallès Occidental;BARCELONA;9306884.0;93068.0;100;4;0;0;0;0;0;2023
B25630989;6652;MOTO RACING ANSUS, SLL;2007-08-24;[ 50 ];"Venda, manteniment i reparació de vehicles de motor, motocicletes i ciclomotors; venda al detall de combustible per a vehicles de motor";SERVEIS;"C. LERIDA DE COLOMBIA, 12""""";[ 25005 ];Lleida;Segrià;LLEIDA;48000.0;1.0;4800;1;1;1;0;0;0;2023
B64363856;6497;ART-MOBIL CERVELLO, SLL;2006-12-21;[ 6202 ];Activitats de consultoria sobre tecnologies de la informació;SERVEIS;"C. C/ MAJOR, 40""""";[ 08758 ];Cervelló;Baix Llobregat;BARCELONA;3069.0;1.0;3069;1;1;1;0;0;0;2023
B64403058;6527;ASSESSORS FINANCERS CASTELLAR XXI, SLL;2007-02-16;[ 741 ];Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...;SERVEIS;"C. C/ DEL FAR, 7""""";[ 08206 ];Sabadell;Vallès Occidental;BARCELONA;90000.0;1.0;120000;0;3;0;1;0;0;2023
B55309249;7702;SISTEMES INFORMATICS EMPORDA, SLL;2017-12-18;[ 6203 ];Gestió d'instal·lacions informàtiques;SERVEIS;AV. Vilallonga núm. 45 Pis baixos;[ 17600 ];Figueres;Alt Empordà;GIRONA;3000.0;10.0;300;3;0;0;0;0;0;2023
B64438054;6643;DIVERSIO PER MENUTS, SLL;2007-08-21;[ 85329 ];Altres activitats de serveis socials sense allotjament;SERVEIS;"C. C/ UNIÓ, 40-42""""";[ 08902 ];Hospitalet De Llobregat, L';Barcelonès;BARCELONA;30000.0;1.0;30000;0;2;2;0;0;0;2023
B64321839;6485;FINQUES TOTVALLES, SLL;2006-12-01;[ 4110 ];Promoció immobiliària;CONSTRUCCIÓ;"C. C/LLUÍS MILLET 5, LES PINEDE""";[ 08186 ];Lliçà D'Amunt;Vallès Oriental;BARCELONA;28000.0;10.0;2800;1;2;1;0;0;0;2023
B63095079;4984;COS ESTETIC, SLL;2003-05-06;[ 9602 ];Perruqueria i altres tractaments de bellesa;SERVEIS;"CTRA. NACIONAL II """"COMPLEX CARREFO Km. 644""";[ 08349 ];Cabrera De Mar;Maresme;BARCELONA;27000.0;1.0;27000;0;2;0;1;0;0;2023
B64506488;6607;SUPER FAEDO, SLL;2007-06-20;[ 4711 ];Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats;SERVEIS;"C. C/ MAS PINELL, 42""""";[ 08389 ];Palafolls;Maresme;BARCELONA;3300.0;100.0;33;0;3;0;0;0;0;2023
B64399710;6522;VALENINMO, SLL;2007-02-06;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. PLAÇA MOREU, 4""""";[ 08140 ];Caldes De Montbui;Vallès Oriental;BARCELONA;26280.0;1.0;26280;1;1;0;1;0;0;2023
B64306087;6524;ECUAFRIGOR SERVICIOS INTEGRADOS, SLL;2007-02-14;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/ JUNCEDA, 6, 3R 4T""""";[ 08191 ];Rubí;Vallès Occidental;BARCELONA;4500.0;1.0;4500;2;0;0;2;0;0;2023
B64252562;6412;AIRVENT CATALUNYA, SLL;2006-08-10;[ 741 ];Activitats jurídiques, de comptabilitat, tenidoria de llibres, auditoria, assessoria fiscal, estudis de mercat i enquestes d'opinió pública ...;SERVEIS;"C. C/SABINO DE ARANA 32 BAIXOS,E""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;104000.0;1.0;104000;3;0;1;1;0;0;2023
B43890805;6650;ESTRUCTURES I ENCOFRATS DE FORMIGO EBREMED, SLL;2007-08-23;[ 2410 ];Fabricació de productes bàsics de ferro, acer i ferroaliatges;INDÚSTRIA;"C. C/ SANT LLUÍS, 5, 1R. (CAMP-""";[ 43500 ];Tortosa;Baix Ebre;TARRAGONA;75000.0;1.0;75000;3;0;0;0;0;0;2023
B43880087;6505;CELIZIUS ASOCIADOS MULTICOSAS, SLL;2007-01-04;[ 5610 ];Restaurants i establiments de menjars;SERVEIS;"C. AV. SANT BERNAT CALBÓ, 39, 4""";[ 43205 ];Reus;Baix Camp;TARRAGONA;4500.0;1.0;4500;0;2;1;0;0;0;2023
B64539513;6614;QUE CORRI LA VEU, SLL;2007-06-27;[ 5813 ];Edició de periòdics;SERVEIS;"C. C/ MARE DE DEU DEL PILAR, 5""""";[ 08490 ];Tordera;Maresme;BARCELONA;30000.0;1000.0;30;1;1;0;1;0;0;2023
B64489602;6638;INMOEXPOCAR, SLL;2007-08-01;[ 70 ];Activitats immobiliàries;SERVEIS;"C. C/ VOLTREGA, 39""""";[ 08560 ];Manlleu;Osona;BARCELONA;72000.0;100.0;720;1;1;1;0;0;0;2023
B64222417;6399;RETRACTIPOST BCN 1998, SLL;2006-07-20;[ 5320 ];Altres activitats postals i de correus;SERVEIS;"C. C/ GALILEU, 333, 4T 2A""""";[ 08028 ];Barcelona;Barcelonès;BARCELONA;12000.0;10.0;1200;2;2;0;1;0;0;2023
B25626342;6531;CIN SERVEIS AGRARIS, SLL;2007-02-22;[ 0150 ];Producció agrícola combinada amb la producció ramadera;AGRICULTURA;"C. C/ LA CREU, 12""""";[ 25170 ];Torres De Segre;Segrià;LLEIDA;18000.0;10.0;1800;1;1;1;0;0;0;2023
B25630039;6640;OBRAS Y SERVICIOS PAISAS, SLL;2007-08-09;[ 4121 ];Construcció d'edificis residencials;CONSTRUCCIÓ;"C. C/ JERONI PUJADES, 7, 1R 1A""""";[ 25005 ];Lleida;Segrià;LLEIDA;3012.0;1.0;3012;3;0;0;0;0;0;2023
B64623556;6672;CENTRO ESPECIAL DE TRABAJO BARBERA, SLL;2007-09-21;[ 85329 ];Altres activitats de serveis socials sense allotjament;SERVEIS;"C. C/ MARQUESES DE BARBERÀ, 164""";[ 08210 ];Barberà Del Vallès;Vallès Occidental;BARCELONA;3042.0;6.0;3042;3;0;0;1;0;0;2023
B43884329;6533;ESTUDI D'ARQUITECTURA URBE, SLL;2007-02-27;[ 7111 ];Serveis tècnics d'arquitectura;SERVEIS;"C. C/ CERVANTES, 88""""";[ 43870 ];Amposta;Montsià;TARRAGONA;61800.0;100.0;618;2;1;0;0;0;0;2023
B43862028;6420;BLADE & ALDAMAR, SAL;2006-08-25;[ 6920 ];Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal;SERVEIS;"C. C/ DE LES MAGNÒLIES, 6-10, C""";[ 43206 ];Reus;Baix Camp;TARRAGONA;69000.0;100.0;690;1;1;1;0;0;0;2023
B64214299;6396;COMERCIAL CAÑADAS ESPLUGUES, SLL;2006-07-17;[ 4669 ];Comerç a l'engròs d'altres tipus de maquinària i equips;SERVEIS;"C. CARRETERA DE CORNELLÀ, 3O, B""";[ 08950 ];Esplugues De Llobregat;Baix Llobregat;BARCELONA;3099.0;1.0;3099;2;1;0;0;0;0;2023
B64263171;6458;MOMOS RESALI, SLL;2006-10-27;[ 55 ];Hoteleria;SERVEIS;"C. C/ CONSELL DE CENT, 319""""";[ 08007 ];Barcelona;Barcelonès;BARCELONA;94500.0;10.0;9450;2;1;0;0;0;0;2023
